Município,Branca,Preta,Amarela,Parda,Indígena,Sem declaração,Total,Ano
421570 SANTO AMARO DA IMPERATRIZ,"587,94","336,81","557,18","338,04","272,77","272,98","576,18",2000
421575 SAO BERNARDINO,"392,81","68,3",...,"164,3",...,"821,93","332,79",2000
421580 SAO BENTO DO SUL,"666,13","319,07","1426,25","353,78","552,17","534,58","637,99",2000
421590 SAO BONIFACIO,"356,24","26,74",...,"352,55","327,56","427,27","355,78",2000
421600 SAO CARLOS,"905,44","222,19","155,85","294,96",...,"744,03","848,32",2000
421605 SAO CRISTOVAO DO SUL,"307,23","159,34",...,"216,59",...,"174,95","286,22",2000
421610 SAO DOMINGOS,"730,3","2024,48","523,83","212,27","126,89","688,84","624,91",2000
421620 SAO FRANCISCO DO SUL,"684,27","370,96","1135,53","403,61","470,74","1477,67","656,39",2000
421625 SAO JOAO DO OESTE,"356,68","1168,73",...,"123,64",...,...,"352,72",2000
421630 SAO JOAO BATISTA,"587,52","502,43",...,"357,28",...,"377,76","584,72",2000
421635 SAO JOAO DO ITAPERIU,"505,3","1120,79",...,"147,97",...,...,"509,02",2000
421640 SAO JOAO DO SUL,"390,92","183,76",...,"261,97",...,...,"386,84",2000
421650 SAO JOAQUIM,"519,07","228,01","1804,02","198,31","538,98","233,39","455,36",2000
421660 SAO JOSE,"874,94","579,72","1012,72","487,08","390,03","760,94","840,62",2000
421670 SAO JOSE DO CEDRO,"522,82","139,58","235,69","228,94","1298,28","187,3","489,31",2000
421680 SAO JOSE DO CERRITO,"321,36","116,78","1488,03","209,56",...,"256,16","304,36",2000
421690 SAO LOURENCO DO OESTE,"567,03","178,27","3518,1","279,17","657,22","359,64","538,45",2000
421700 SAO LUDGERO,"712,2","284,5",...,"275,75",...,...,"677,24",2000
421710 SAO MARTINHO,"862,8",...,...,"428,33",...,...,"861,16",2000
421715 SAO MIGUEL DA BOA VISTA,"310,79","89,05",...,"188,83",...,...,"289,68",2000
421720 SAO MIGUEL DO OESTE,"640,18","267,45","1260,26","283,15","378,27","323,13","596,12",2000
421725 SAO PEDRO DE ALCANTARA,"461,39",454,...,"426,41",...,"375,28","460,58",2000
421730 SAUDADES,"485,4","180,56","73,49","430,29","60,43",86,"469,42",2000
421740 SCHROEDER,"806,7","314,9",...,"365,07","223,78","535,39",770,2000
421750 SEARA,"634,52","191,63",...,"357,17","161,9","342,89","595,48",2000
421755 SERRA ALTA,"450,13","208,24",...,"226,78",...,"4558,98","435,11",2000
421760 SIDEROPOLIS,"674,55","345,94","649,5","342,76","216,6","1001,44","635,23",2000
421770 SOMBRIO,"545,79","226,97","426,4","294,91","403,98","272,29","529,06",2000
421775 SUL BRASIL,"294,17","459,44","174,08","112,35",...,"171,32","281,67",2000
421780 TAIO,"585,76","302,74",...,"284,11",...,"448,68","573,85",2000
421790 TANGARA,"589,21","252,48",...,"370,22",...,"309,55","564,16",2000
421795 TIGRINHOS,"232,71","178,01","233,65","23,92",...,"782,09","228,38",2000
421800 TIJUCAS,"821,5","297,13",...,"281,74","187,91","262,83","776,54",2000
421810 TIMBE DO SUL,"585,8","329,49",...,"227,97","100,83",...,"548,58",2000
421820 TIMBO,"786,06","344,16","1581,24","442,25",...,"1039,02","777,54",2000
421825 TIMBO GRANDE,"287,21","131,66",...,"138,26","185,09","204,13","231,57",2000
421830 TRES BARRAS,"425,78","221,09","2310,85","302,77","377,49","675,95","404,44",2000
421835 TREVISO,"483,34","426,37",...,"377,54","919,41","621,21","480,4",2000
421840 TREZE DE MAIO,"571,32","185,43",...,"652,14","253,77",...,"569,94",2000
421850 TREZE TILIAS,"719,25","259,71",...,"187,98",...,...,"637,73",2000
421860 TROMBUDO CENTRAL,"527,15","1231,3",...,"174,62",...,"551,31","527,35",2000
421870 TUBARAO,"780,21","404,94",...,"406,29","568,37","605,14","752,82",2000
421875 TUNAPOLIS,"395,17","167,16",...,"170,04",...,...,"383,6",2000
421880 TURVO,"700,83","493,27","448,42","371,9","285,95","404,34","683,58",2000
421885 UNIAO DO OESTE,"623,74","275,56",...,"109,32",...,"377,83","569,86",2000
421890 URUBICI,"488,99","225,68","128,72","227,38","350,96","175,41","427,97",2000
421895 URUPEMA,"610,57","198,68",...,"218,55","140,86","135,66","481,29",2000
421900 URUSSANGA,"684,55","612,81","778,47","442,71","1604,23","407,06","679,47",2000
421910 VARGEAO,"789,88","233,22",...,"244,71",...,"169,91","652,42",2000
421915 VARGEM,"428,18",...,...,"194,49",...,"192,23","393,35",2000
421917 VARGEM BONITA,"445,88","187,09","53,11","236,34",...,"284,67","404,72",2000
421920 VIDAL RAMOS,"430,37","196,88",...,"314,49","311,45","144,29","423,68",2000
421930 VIDEIRA,"713,56","299,59","1692,24","348,93","201,78","783,59","652,76",2000
421935 VITOR MEIRELES,"492,28","250,83",...,"164,12","172,65",...,"456,12",2000
421940 WITMARSUM,"479,07","347,55",...,"93,23",...,...,"468,31",2000
421950 XANXERE,"634,44","216,65","3920,34","272,63","531,84","447,09","561,34",2000
421960 XAVANTINA,"367,34","109,05",...,"256,66",...,"12194,78","390,72",2000
421970 XAXIM,"677,6","233,53",...,"323,04","166,57","899,37","612,53",2000
421985 ZORTEA,"349,08","144,34",...,"378,43",...,"309,62","351,76",2000
430005 AGUA SANTA,"507,53","256,07",...,"372,35","135,29","387,13","480,24",2000
430010 AGUDO,"588,08","170,39","4809,24","248,21",...,"287,16","553,51",2000
430020 AJURICABA,"492,35","163,91",...,"239,99",...,"396,97","466,81",2000
430030 ALECRIM,"311,1","146,24",...,"154,16",...,"717,99","289,7",2000
430040 ALEGRETE,"592,46","249,13","685,8","331,24","310,38","359,43","531,96",2000
430045 ALEGRIA,"345,97","180,14",...,"145,05",...,"127,55","301,55",2000
430050 ALPESTRE,"283,16","162,08",...,"111,66","201,98","139,62","269,55",2000
430055 ALTO ALEGRE,"451,7","222,2",...,"303,35",...,...,"433,21",2000
430057 ALTO FELIZ,"498,96","574,92",...,...,...,"239,47","498,67",2000
430060 ALVORADA,"445,09","350,69","376,03","331,67","389,58","340,25","422,03",2000
430063 AMARAL FERRADOR,"410,79","173,76",...,"491,93","196,38","348,1","376,41",2000
430064 AMETISTA DO SUL,"475,08","162,77","1180,53","239,31",...,"129,27","397,32",2000
430066 ANDRE DA ROCHA,"647,96","375,01",...,"468,63",...,...,"643,63",2000
430070 ANTA GORDA,"743,63",...,...,"261,29",...,"545,49","729,51",2000
430080 ANTONIO PRADO,"869,85","310,66","5480,04","283,87","376,15","362,14","824,61",2000
430085 ARAMBARE,"429,02","245,82",...,"242,47","246,15","413,94","390,75",2000
430087 ARARICA,"419,54","174,38",...,"237,98","375,72","355,54","412,69",2000
430090 ARATIBA,"414,63","161,41",...,"542,31","854,45","92,26","413,81",2000
430100 ARROIO DO MEIO,"751,17","231,54",...,"350,13",...,"140,69","729,53",2000
430105 ARROIO DO SAL,"612,78","635,68",...,"466,57","541,29","463,99","610,44",2000
430110 ARROIO DOS RATOS,"463,89","255,68",...,"189,32","510,64","200,37","438,06",2000
430120 ARROIO DO TIGRE,"437,17","126,01",...,"279,52","415,71","280,42","415,57",2000
430130 ARROIO GRANDE,"467,7","271,99","381,11","323,99","105,22","236,7","447,67",2000
430140 ARVOREZINHA,"595,46","322,99",...,"257,7",...,"273,47","565,33",2000
430150 AUGUSTO PESTANA,"494,06","218,96","537,54","246,51",...,...,"461,13",2000
430155 AUREA,"331,61","476,31",...,"274,41",...,"156,37","328,95",2000
430160 BAGE,"650,63","294,55","1824,66","287,54","657,16","218,32","581,23",2000
430163 BALNEARIO PINHAL,"661,94","204,69","732,09","303,44","245,75","188,4","617,29",2000
430165 BARAO,"558,24","411,48",...,"192,55","178,66","293,61","548,37",2000
430170 BARAO DE COTEGIPE,"524,13","182,32",...,"278,3","34,1",...,"502,55",2000
430175 BARAO DO TRIUNFO,"359,11","239,55",...,"190,25",...,"215,59","349,5",2000
430180 BARRACAO,"366,77","173,25",-,"174,08",...,"238,05","336,96",2000
430185 BARRA DO GUARITA,"337,12","217,57","173,05","167,11",...,...,"292,05",2000
430187 BARRA DO QUARAI,"555,63","242,39",...,"254,13","129,64","63,94","470,71",2000
430190 BARRA DO RIBEIRO,"540,16","329,44",...,"299,57","152,72","443,36","508,64",2000
430192 BARRA DO RIO AZUL,466,...,...,"208,91","221,71",...,"457,49",2000
430195 BARRA FUNDA,"428,89","292,93",...,"231,54",...,"272,28","406,98",2000
430200 BARROS CASSAL,331,"127,69",...,"188,4",454,"441,45","309,13",2000
430205 BENJAMIN CONSTANT DO SUL,"341,36","23,36",...,"199,29","102,71","211,61","224,71",2000
430210 BENTO GONCALVES,"962,05","409,68","207,94","459,3","762,8","757,94","917,81",2000
430215 BOA VISTA DAS MISSOES,"583,67","237,52",...,"259,47","8,07","263,86","487,3",2000
430220 BOA VISTA DO BURICA,"596,14","180,37",...,"205,95","282,15","360,85","553,89",2000
430225 BOA VISTA DO SUL,"824,73","534,54",...,"100,6",...,...,"819,78",2000
430230 BOM JESUS,"446,62","207,36",...,"238,09","286,4","345,59","408,73",2000
430235 BOM PRINCIPIO,"612,62","223,82",...,"538,36",...,"452,37","609,05",2000
430237 BOM PROGRESSO,"297,62","284,05",...,"162,17",...,...,"294,38",2000
430240 BOM RETIRO DO SUL,"552,78","321,32",...,"355,35","952,83","207,33","538,67",2000
430245 BOQUEIRAO DO LEAO,"407,3","286,96",...,"240,13","166,28","119,12","380,3",2000
430250 BOSSOROCA,"360,7","103,11",...,"136,2",...,...,"318,41",2000
430260 BRAGA,"267,14","138,07",...,"183,93",...,"224,16","248,16",2000
430265 BROCHIER,"480,63","385,38",...,"149,43",...,"617,13","478,21",2000
430270 BUTIA,"451,29","329,94",...,"348,11","169,22","250,77","431,55",2000
430280 CACAPAVA DO SUL,"493,74","199,75",...,"185,12","63,31","443,42","445,21",2000
430290 CACEQUI,"409,68","213,82",...,"194,33","199,44","380,06","354,34",2000
430300 CACHOEIRA DO SUL,"611,33","297,92",...,"248,51","260,39","416,96","568,2",2000
430310 CACHOEIRINHA,"645,47","445,67","812,41","431,92","475,52","359,51","622,6",2000
430320 CACIQUE DOBLE,"402,23","121,74",...,"248,89","74,07","244,46","335,29",2000
430330 CAIBATE,"431,4","194,81",...,"177,15","255,93","211,58","392,38",2000
430340 CAICARA,"439,51","167,72",...,"281,9",...,...,"417,92",2000
430350 CAMAQUA,"551,55","276,08","307,69","337,94","343,31","673,96","522,43",2000
430355 CAMARGO,"620,89","118,33",...,"273,66",...,...,"589,87",2000
430360 CAMBARA DO SUL,"432,04","163,98","487,46","412,84",...,"391,84","411,44",2000
430367 CAMPESTRE DA SERRA,"465,43","172,16",...,"225,71",...,...,"450,27",2000
430370 CAMPINA DAS MISSOES,"319,15","74,2",...,"269,8","549,77","529,82","317,94",2000
430380 CAMPINAS DO SUL,"555,24","180,63",...,"183,19",...,"774,27","498,53",2000
430390 CAMPO BOM,"749,08","386,68","189,55","458,53","472,89","897,73","726,51",2000
430400 CAMPO NOVO,"371,37","128,22",...,"185,85","896,59","166,06","337,8",2000
430410 CAMPOS BORGES,"433,73","109,97",...,"265,79",...,-,"420,55",2000
430420 CANDELARIA,"420,85","208,82","1215,06","199,99","190,36","72,75","395,89",2000
430430 CANDIDO GODOI,"378,93","98,71",...,"930,7",...,"71,29","382,72",2000
430435 CANDIOTA,"528,36","579,95","74,63","231,79","94,48","521,2","486,31",2000
430440 CANELA,"650,72","375,11","78,01","319,31","229,13","635,95","610,59",2000
430450 CANGUCU,"359,72","235,04","273,98","274,01",...,"192,77","350,36",2000
430460 CANOAS,"731,31","426,72","555,35","415,23","472,16","643,77","694,21",2000
430463 CAPAO DA CANOA,"627,24","334,13",...,"256,45","78,72","380,14","592,14",2000
430466 CAPAO DO LEAO,"368,03","162,26","214,29","246,03","356,13","406,01","341,52",2000
430467 CAPIVARI DO SUL,"918,02","284,69",...,"284,76",...,"184,57","828,05",2000
430468 CAPELA DE SANTANA,"382,8","243,91",...,"235,37",...,"426,68","374,8",2000
430469 CAPITAO,"538,36",...,...,...,...,"1147,86","539,79",2000
430470 CARAZINHO,"666,06","229,33","3174,41","260,46","386,06","334,6","619,64",2000
430471 CARAA,"287,37","42,02",...,"287,46","119,55",...,"286,51",2000
430480 CARLOS BARBOSA,"896,54","394,92",...,"621,48",...,"533,49","883,57",2000
430485 CARLOS GOMES,"250,5","150,76",...,...,...,...,"249,87",2000
430490 CASCA,"787,65","283,39",...,"499,51",...,"460,44","774,77",2000
430495 CASEIROS,"368,34","454,24",...,"219,99",...,...,"333,73",2000
430500 CATUIPE,"532,72",132,...,"174,27","141,32","428,38","486,31",2000
430510 CAXIAS DO SUL,"1022,36","493,41","1775,76","474,16","667,49","696,31","965,12",2000
430511 CENTENARIO,"263,9","34,32",...,"211,73",...,"121,04","254,36",2000
430512 CERRITO,"342,35","240,91",...,"245,52","283,4",...,"330,9",2000
430513 CERRO BRANCO,"428,95","180,74",...,"190,91",...,"191,38","399,95",2000
430515 CERRO GRANDE,"300,33",...,...,"157,99",...,...,"277,1",2000
430517 CERRO GRANDE DO SUL,"345,62","156,47",...,"173,34","351,13","259,56","325,42",2000
430520 CERRO LARGO,"513,97","414,39","549,33","216,8","330,56","355,74","489,91",2000
430530 CHAPADA,"513,13","145,51",...,"251,88",...,"324,65","486,67",2000
430535 CHARQUEADAS,"532,55","527,15","30,89","336,98","222,98","652,97","524,05",2000
430537 CHARRUA,"430,17","282,32",...,...,"99,92",...,"312,43",2000
430540 CHIAPETTA,"365,99","80,46",...,"142,81",...,...,"347,04",2000
430543 CHUI,"627,96","479,62","325,77","418,13",...,"320,21","617,57",2000
430544 CHUVISCA,"512,05","239,98",...,"810,92","191,12",...,"494,3",2000
430545 CIDREIRA,"621,72","325,65","185,15","372,21","362,48","620,48","590,79",2000
430550 CIRIACO,"495,46","203,74",...,"513,72",...,"532,3","493,32",2000
430558 COLINAS,"561,53","166,18",...,"171,08",...,...,"559,29",2000
430560 COLORADO,"493,82","200,71",...,"220,57",...,"165,46","446,75",2000
430570 CONDOR,"546,05","212,45","500,3","206,96",...,...,"467,21",2000
430580 CONSTANTINA,"503,58","129,17","380,24","176,46","77,87","322,99","451,59",2000
430585 COQUEIROS DO SUL,"378,36","171,07",...,"156,71",...,...,"360,63",2000
430587 CORONEL BARROS,"456,69","282,01",...,"159,47",...,...,"438,7",2000
430590 CORONEL BICACO,"433,76","96,62",...,"276,6","215,84","193,01","391,31",2000
430595 COTIPORA,"648,22","303,87",...,"207,07",...,"331,84","633,6",2000
430597 COXILHA,"380,8","255,59","115,88","206,6",...,...,"347,39",2000
430600 CRISSIUMAL,"363,84","99,19",...,"344,81",...,"395,6","357,62",2000
430605 CRISTAL,"382,38","173,75","1758,46","131,39","96,13","220,97","355,89",2000
430607 CRISTAL DO SUL,"173,57","102,44",...,"118,58","130,24","78,14","169,1",2000
430610 CRUZ ALTA,"722,3","381,73","822,06","343,86","411,97","213,93","678,65",2000
430620 CRUZEIRO DO SUL,"564,53","455,51","289,35","282,5",...,"512,04","551,06",2000
430630 DAVID CANABARRO,"565,76","198,17",...,"279,1",...,"65,77","521,92",2000
430632 DERRUBADAS,"384,64","142,59",...,"132,57",...,...,"365,82",2000
430635 DEZESSEIS DE NOVEMBRO,"251,87","117,96",...,"139,47",...,"20,68","226,69",2000
430637 DILERMANDO DE AGUIAR,"787,73","171,61",...,"196,03","295,23","417,58","658,19",2000
430640 DOIS IRMAOS,"678,37","360,78","245,97","503,11",...,"920,84","671,35",2000
430642 DOIS IRMAOS DAS MISSOES,"321,4","383,51",...,"75,2","308,89",...,"312,49",2000
430645 DOIS LAJEADOS,"799,58","437,88",...,"461,63",...,...,"785,9",2000
430650 DOM FELICIANO,370,"165,27","657,5","228,49",...,"354,75","347,07",2000
430655 DOM PEDRO DE ALCANTARA,"341,18","620,23",...,"399,3",...,...,"344,17",2000
430660 DOM PEDRITO,"617,58","231,79","536,83","220,07","227,74","283,56","549,35",2000
430670 DONA FRANCISCA,"531,03","236,77",...,"233,04",...,"502,72","489,71",2000
430673 DOUTOR MAURICIO CARDOSO,"384,14","178,6",...,"178,88",...,"151,16","361,65",2000
430675 DOUTOR RICARDO,"502,23","193,51",...,"243,74",...,...,"481,05",2000
430676 ELDORADO DO SUL,"564,4","265,29","796,38","310,4","297,17","245,27","525,55",2000
430680 ENCANTADO,"720,24","353,12",...,"261,77",...,"1012,52","703,71",2000
430690 ENCRUZILHADA DO SUL,"466,06","215,23","241,93","229,47","292,39","131,97","432,44",2000
430692 ENGENHO VELHO,"340,26","1042,88",...,"184,83","181,99",-,"310,73",2000
430693 ENTRE-IJUIS,"346,52","113,77",...,"192,13","184,52","131,82","322,74",2000
430695 ENTRE RIOS DO SUL,"550,91","243,75","129,9","191,07",...,"58,87","495,77",2000
430697 EREBANGO,"382,77","162,01",...,"259,87","57,49","194,75","349,51",2000
430700 ERECHIM,"753,53","309,36","514,61","289,36",331,"281,81","691,13",2000
430705 ERNESTINA,"515,4","1061,05",...,"235,86","415,88","198,43","515,89",2000
430710 HERVAL,"374,8","294,78","435,13","199,78","213,38","187,96","351,85",2000
430720 ERVAL GRANDE,"389,09","93,98",...,"148,41",...,"176,36","362,31",2000
430730 ERVAL SECO,"304,76",132,...,"210,04","77,38","135,96","281,42",2000
430740 ESMERALDA,"385,57","158,5",...,"142,33","453,39","259,8","355,26",2000
430745 ESPERANCA DO SUL,"215,83","123,43",...,"172,18",...,"413,36","212,9",2000
430750 ESPUMOSO,"591,65","177,8",...,"231,99","381,41",...,"527,77",2000
430755 ESTACAO,"503,54","171,74","499,13","352,57",...,...,"472,23",2000
430760 ESTANCIA VELHA,"666,13","551,92",...,"410,54","310,2","455,02","647,5",2000
430770 ESTEIO,"747,83","441,19","185,7","475,35","692,71","548,82","716,6",2000
430780 ESTRELA,"680,48","314,58",...,"320,45","501,41","996,95","652,24",2000
430781 ESTRELA VELHA,"455,96","118,44","385,12","173,2",...,"123,37","427,85",2000
430783 EUGENIO DE CASTRO,"454,46","180,27","1263,79","274,78","530,13","254,52","402,23",2000
430786 FAGUNDES VARELA,"594,7","255,7",...,"284,79",...,...,"579,19",2000
430790 FARROUPILHA,"829,08","438,35","551,19","472,19","381,05","252,5","798,17",2000
430800 FAXINAL DO SOTURNO,"544,95","162,39",...,"202,75",...,"443,57","500,51",2000
430805 FAXINALZINHO,"469,71","139,24",...,"196,41","187,37","151,09","403,52",2000
430807 FAZENDA VILANOVA,"443,32","244,52",...,"373,22",...,...,"433,02",2000
430810 FELIZ,"640,91","313,06","3076,22","388,32","673,68","622,6","636,98",2000
430820 FLORES DA CUNHA,"966,52","333,94",...,"554,43","281,85","629,55","924,42",2000
430825 FLORIANO PEIXOTO,"303,91","107,62",...,"150,73",...,"177,01","295,15",2000
430830 FONTOURA XAVIER,"324,04","126,37","214,27","240,06",...,"583,05","304,34",2000
430840 FORMIGUEIRO,"375,59","219,04",...,"162,78","587,38","211,96",340,2000
430845 FORTALEZA DOS VALOS,"932,91","74,4",...,"258,53",...,"345,81","857,3",2000
430850 FREDERICO WESTPHALEN,"619,16","214,4","136,25","220,26","83,46","766,13","583,28",2000
430860 GARIBALDI,"926,4","401,17","378,8","391,88","565,23","395,18","896,03",2000
430865 GARRUCHOS,"272,28","164,56",...,"196,66",...,"189,81","254,5",2000
430870 GAURAMA,"562,01","262,65",...,"226,72","408,71","649,32","535,21",2000
430880 GENERAL CAMARA,"480,02","354,95","328,88","278,28",...,"360,04","468,06",2000
430885 GENTIL,"484,61","447,14",...,"288,83",...,...,"466,05",2000
430890 GETULIO VARGAS,"526,2","966,8","164,78","232,36",...,557,"515,19",2000
430900 GIRUA,"520,83","177,71",...,"207,02","170,91","107,87","457,26",2000
430905 GLORINHA,"541,18","267,11",...,"191,85","225,81","351,65","506,79",2000
430910 GRAMADO,"807,44","362,68",...,"610,71","1123,75","385,28","791,29",2000
430912 GRAMADO DOS LOUREIROS,"339,96","305,39",...,"290,28","109,98","232,79","292,14",2000
430915 GRAMADO XAVIER,"859,77","88,2",...,"236,35","169,18","108,15","734,05",2000
430920 GRAVATAI,"588,96","392,33","1379,18","423,77","377,83","454,75","567,78",2000
430925 GUABIJU,"550,43","196,69",...,...,...,...,"549,02",2000
430930 GUAIBA,600,"378,69","498,47","365,44","379,17","924,57","567,3",2000
430940 GUAPORE,"755,47","274,95",...,"322,66","308,47","394,23","714,14",2000
